AY,SEM,Course Code,course Name,Program,Year
2022-23,1,IT8201,DATA SCIENCE,Master of Computer Application-(MCA),SY
2022-23,2,IT8201,DATA SCIENCE,Master of Computer Application-(MCA),SY
2021-22,1,IT8203,COMPUTER NETWORKS AND SECURITY,Master of Computer Application-(MCA),SY
2021-22,2,IT8203,COMPUTER NETWORKS AND SECURITY,Master of Computer Application-(MCA),SY
2022-23,1,IT8203,COMPUTER NETWORKS AND SECURITY,Master of Computer Application-(MCA),SY
2022-23,2,IT8203,COMPUTER NETWORKS AND SECURITY,Master of Computer Application-(MCA),SY
2021-22,1,IT8207,CLOUD COMPUTING,Master of Computer Application-(MCA),SY
2022-23,1,IT8207,CLOUD COMPUTING,Master of Computer Application-(MCA),SY
2021-22,1,IT8206,DESIGN AND ANALYSIS OF ALGORITHMS,Master of Computer Application-(MCA),SY
2022-23,1,IT8206,DESIGN AND ANALYSIS OF ALGORITHMS,Master of Computer Application-(MCA),SY
2022-23,2,IT8206,DESIGN AND ANALYSIS OF ALGORITHMS,Master of Computer Application-(MCA),SY
2021-22,2,IT8206,DESIGN AND ANALYSIS OF ALGORITHMS,Master of Computer Application-(MCA),SY
2021-22,1,IT8217,INDUSTRY 4.0,Master of Computer Application-(MCA),SY
2022-23,1,IT8217,INDUSTRY 4.0,Master of Computer Application-(MCA),SY
2021-22,2,IT8217,INDUSTRY 4.0,Master of Computer Application-(MCA),SY
2022-23,2,IT8217,INDUSTRY 4.0,Master of Computer Application-(MCA),SY
2021-22,1,IT8218,HUMAN COMPUTER INTERACTION,Master of Computer Application-(MCA),SY
2022-23,1,IT8218,HUMAN COMPUTER INTERACTION,Master of Computer Application-(MCA),SY
2021-22,1,IT8204,DESIGN AND INNOVATION,Master of Computer Application-(MCA),SY
2021-22,2,IT8204,DESIGN AND INNOVATION,Master of Computer Application-(MCA),SY
2022-23,1,IT8204,DESIGN AND INNOVATION,Master of Computer Application-(MCA),SY
2022-23,2,IT8204,DESIGN AND INNOVATION,Master of Computer Application-(MCA),SY
2021-22,1,ME3402,ROBOTICS,BTech-Mechanical Engineering,TY
2021-22,2,ME3402,ROBOTICS,BTech-Mechanical Engineering,TY
2021-22,Summer,ME3402,ROBOTICS,BTech-Mechanical Engineering,TY
2022-23,2,ME3402,ROBOTICS,BTech-Mechanical Engineering,TY
2023-24,1,ME3402,ROBOTICS,BTech-Mechanical Engineering,TY
2021-22,1,ME3403,ELECTRIC VEHICLES,BTech-Mechanical Engineering,TY
2021-22,Summer,ME3403,ELECTRIC VEHICLES,BTech-Mechanical Engineering,TY
2022-23,2,ME3403,ELECTRIC VEHICLES,BTech-Mechanical Engineering,TY
2021-22,1,ME3301,MATERIALS AND PROCESS ENGINEERING,BTech-Mechanical Engineering,TY
2021-22,2,ME3301,MATERIALS AND PROCESS ENGINEERING,BTech-Mechanical Engineering,TY
2022-23,1,ME3301,MATERIALS AND PROCESS ENGINEERING,BTech-Mechanical Engineering,TY
2021-22,Summer,ME3301,MATERIALS AND PROCESS ENGINEERING,BTech-Mechanical Engineering,TY
2022-23,2,ME3301,MATERIALS AND PROCESS ENGINEERING,BTech-Mechanical Engineering,TY
2023-24,1,ME3301,MATERIALS AND PROCESS ENGINEERING,BTech-Mechanical Engineering,TY
2023-24,2,ME3301,MATERIALS AND PROCESS ENGINEERING,BTech-Mechanical Engineering,TY
2024-25,1,ME3301,MATERIALS AND PROCESS ENGINEERING,BTech-Mechanical Engineering,TY
2021-22,1,ME3302,HEAT TRANSFER,BTech-Mechanical Engineering,TY
2021-22,2,ME3302,HEAT TRANSFER,BTech-Mechanical Engineering,TY
2022-23,1,ME3302,HEAT TRANSFER,BTech-Mechanical Engineering,TY
2021-22,Summer,ME3302,HEAT TRANSFER,BTech-Mechanical Engineering,TY
2022-23,2,ME3302,HEAT TRANSFER,BTech-Mechanical Engineering,TY
2023-24,1,ME3302,HEAT TRANSFER,BTech-Mechanical Engineering,TY
2023-24,2,ME3302,HEAT TRANSFER,BTech-Mechanical Engineering,TY
2024-25,1,ME3302,HEAT TRANSFER,BTech-Mechanical Engineering,TY
2021-22,1,IT3219,DISCRETE STRUCTURE AND AUTOMATA THEORY,BTech-Information Technology,TY
2021-22,1,IT3218,ARTIFICIAL INTELLIGENCE,BTech-Information Technology,TY
2022-23,1,IT3218,ARTIFICIAL INTELLIGENCE,BTech-Information Technology,TY
2021-22,Summer,IT3218,ARTIFICIAL INTELLIGENCE,BTech-Information Technology,TY
2022-23,2,IT3218,ARTIFICIAL INTELLIGENCE,BTech-Information Technology,TY
2023-24,1,IT3218,ARTIFICIAL INTELLIGENCE,BTech-Information Technology,TY
2024-25,1,IT3218,ARTIFICIAL INTELLIGENCE,BTech-Information Technology,TY
2021-22,1,IT3213,ENGINEERING DESIGN AND INNOVATION - V,BTech-Information Technology,TY
2021-22,Summer,IT3213,ENGINEERING DESIGN AND INNOVATION - V,BTech-Information Technology,TY
2022-23,2,IT3213,ENGINEERING DESIGN AND INNOVATION - V,BTech-Information Technology,TY
2022-23,Summer,IT3213,ENGINEERING DESIGN AND INNOVATION - V,BTech-Information Technology,TY
2023-24,2,IT3213,ENGINEERING DESIGN AND INNOVATION - V,BTech-Information Technology,TY
2021-22,1,IT3217,DATABASE MANAGEMENT SYSTEM AND DATA MINING,BTech-Information Technology,TY
2021-22,1,IE3210,ADVANCED ROBOTICS & DIGITAL MANUFACTURING,BTech-Industrial Engineering,TY
2021-22,1,IE3210,ADVANCED ROBOTICS & DIGITAL MANUFACTURING,BTech-Production Engineering,TY
2021-22,2,IE3210,ADVANCED ROBOTICS & DIGITAL MANUFACTURING,BTech-Production Engineering,TY
2022-23,1,IE3210,ADVANCED ROBOTICS & DIGITAL MANUFACTURING,BTech-Production Engineering,TY
2022-23,2,IE3210,ADVANCED ROBOTICS & DIGITAL MANUFACTURING,BTech-Production Engineering,TY
2022-23,Summer,IE3210,ADVANCED ROBOTICS & DIGITAL MANUFACTURING,BTech-Production Engineering,TY
2021-22,1,PR3210,ADDITIVE MANUFACTURING,BTech-Industrial Engineering,TY
2021-22,1,PR3210,ADDITIVE MANUFACTURING,BTech-Production Engineering,TY
2021-22,1,PR3211,METROLOGY & QUALITY MANAGEMENT,BTech-Production Engineering,TY
2021-22,1,IE3273,ENGINEERING DESIGN AND INNOVATION - V,BTech-Industrial Engineering,TY
2021-22,2,IE3273,ENGINEERING DESIGN AND INNOVATION - V,BTech-Industrial Engineering,TY
2021-22,Summer,IE3273,ENGINEERING DESIGN AND INNOVATION - V,BTech-Industrial Engineering,TY
2021-22,1,PR3273,ENGINEERING DESIGN AND INNOVATION - V,BTech-Production Engineering,TY
2021-22,2,PR3273,ENGINEERING DESIGN AND INNOVATION - V,BTech-Production Engineering,TY
2022-23,1,PR3273,ENGINEERING DESIGN AND INNOVATION - V,BTech-Production Engineering,TY
2022-23,2,PR3273,ENGINEERING DESIGN AND INNOVATION - V,BTech-Production Engineering,TY
2022-23,Summer,PR3273,ENGINEERING DESIGN AND INNOVATION - V,BTech-Production Engineering,TY
2021-22,1,IC3231,PROCESS INSTRUMENTATION,BTech-Instrumentation and Control Engineering,TY
2022-23,1,IC3231,PROCESS INSTRUMENTATION,BTech-Instrumentation and Control Engineering,TY
2022-23,2,IC3231,PROCESS INSTRUMENTATION,BTech-Instrumentation and Control Engineering,TY
2023-24,1,IC3231,PROCESS INSTRUMENTATION,BTech-Instrumentation and Control Engineering,TY
2022-23,Summer,IC3231,PROCESS INSTRUMENTATION,BTech-Instrumentation and Control Engineering,TY
2024-25,1,IC3231,PROCESS INSTRUMENTATION,BTech-Instrumentation and Control Engineering,TY
2021-22,1,IC3233,MEASUREMENT SYSTEMS,BTech-Instrumentation and Control Engineering,TY
2022-23,1,IC3233,MEASUREMENT SYSTEMS,BTech-Instrumentation and Control Engineering,TY
2023-24,1,IC3233,MEASUREMENT SYSTEMS,BTech-Instrumentation and Control Engineering,TY
2022-23,Summer,IC3233,MEASUREMENT SYSTEMS,BTech-Instrumentation and Control Engineering,TY
2023-24,2,IC3233,MEASUREMENT SYSTEMS,BTech-Instrumentation and Control Engineering,TY
2024-25,1,IC3233,MEASUREMENT SYSTEMS,BTech-Instrumentation and Control Engineering,TY
2021-22,1,IC3235,INDUSTRIAL AUTOMATION,BTech-Instrumentation and Control Engineering,TY
2021-22,1,IC3237,CONTROL THEORY,BTech-Instrumentation and Control Engineering,TY
2022-23,1,IC3237,CONTROL THEORY,BTech-Instrumentation and Control Engineering,TY
2021-22,Summer,IC3237,CONTROL THEORY,BTech-Instrumentation and Control Engineering,TY
2022-23,2,IC3237,CONTROL THEORY,BTech-Instrumentation and Control Engineering,TY
2023-24,1,IC3237,CONTROL THEORY,BTech-Instrumentation and Control Engineering,TY
2023-24,2,IC3237,CONTROL THEORY,BTech-Instrumentation and Control Engineering,TY
2024-25,1,IC3237,CONTROL THEORY,BTech-Instrumentation and Control Engineering,TY
2021-22,1,IC3241,INTERNET OF THINGS,BTech-Instrumentation and Control Engineering,TY
2021-22,1,IC3243,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BTech-Instrumentation and Control Engineering,TY
2022-23,1,IC3243,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BTech-Instrumentation and Control Engineering,TY
2023-24,1,IC3243,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BTech-Instrumentation and Control Engineering,TY
2022-23,Summer,IC3243,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BTech-Instrumentation and Control Engineering,TY
2023-24,2,IC3243,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BTech-Instrumentation and Control Engineering,TY
2024-25,1,IC3243,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BTech-Instrumentation and Control Engineering,TY
2021-22,1,IC3245,CYBER SECURITY,BTech-Instrumentation and Control Engineering,TY
2021-22,1,IC3247,SOFTWARE DEVELOPMENT PROJECT - III,BTech-Instrumentation and Control Engineering,TY
2021-22,Summer,IC3247,SOFTWARE DEVELOPMENT PROJECT - III,BTech-Instrumentation and Control Engineering,TY
2022-23,1,IC3247,SOFTWARE DEVELOPMENT PROJECT - III,BTech-Instrumentation and Control Engineering,TY
2024-25,1,IC3247,SOFTWARE DEVELOPMENT PROJECT - III,BTech-Instrumentation and Control Engineering,TY
2021-22,1,IC3249,ENGINEERING DESIGN AND INNOVATION - V,BTech-Instrumentation and Control Engineering,TY
2021-22,Summer,IC3249,ENGINEERING DESIGN AND INNOVATION - V,BTech-Instrumentation and Control Engineering,TY
2021-22,1,ET3270,SIGNAL PROCESSING,BTech-Electronics and Telecommunication Engg,TY
2021-22,2,ET3270,SIGNAL PROCESSING,BTech-Electronics and Telecommunication Engg,TY
2021-22,2,ET3270,SIGNAL PROCESSING,BTech-Electronics Engineering,TY
2022-23,1,ET3270,SIGNAL PROCESSING,BTech-Electronics and Telecommunication Engg,TY
2022-23,2,ET3270,SIGNAL PROCESSING,BTech-Electronics and Telecommunication Engg,TY
2023-24,1,ET3270,SIGNAL PROCESSING,BTech-Electronics and Telecommunication Engg,TY
2023-24,2,ET3270,SIGNAL PROCESSING,BTech-Electronics and Telecommunication Engg,TY
2021-22,1,ET3271,EMBEDDED SYSTEM DESIGN,BTech-Electronics and Telecommunication Engg,TY
2021-22,2,ET3271,EMBEDDED SYSTEM DESIGN,BTech-Electronics and Telecommunication Engg,TY
2021-22,2,ET3271,EMBEDDED SYSTEM DESIGN,BTech-Electronics Engineering,TY
2022-23,1,ET3271,EMBEDDED SYSTEM DESIGN,BTech-Electronics and Telecommunication Engg,TY
2021-22,Summer,ET3271,EMBEDDED SYSTEM DESIGN,BTech-Electronics and Telecommunication Engg,TY
2022-23,2,ET3271,EMBEDDED SYSTEM DESIGN,BTech-Electronics and Telecommunication Engg,TY
2023-24,1,ET3271,EMBEDDED SYSTEM DESIGN,BTech-Electronics and Telecommunication Engg,TY
2022-23,Summer,ET3271,EMBEDDED SYSTEM DESIGN,BTech-Electronics and Telecommunication Engg,TY
2023-24,2,ET3271,EMBEDDED SYSTEM DESIGN,BTech-Electronics and Telecommunication Engg,TY
2023-24,2,ET3271,EMBEDDED SYSTEM DESIGN,BTech-Electronics Engineering,TY
2024-25,1,ET3271,EMBEDDED SYSTEM DESIGN,BTech-Electronics and Telecommunication Engg,TY
2021-22,1,ET3245,SOFTWARE DEVELOPMENT PROJECT ,BTech-Electronics and Telecommunication Engg,TY
2021-22,1,ET3245,SOFTWARE DEVELOPMENT PROJECT ,BTech-Electronics Engineering,TY
2021-22,2,ET3245,SOFTWARE DEVELOPMENT PROJECT ,BTech-Electronics and Telecommunication Engg,TY
2021-22,Summer,ET3245,SOFTWARE DEVELOPMENT PROJECT ,BTech-Electronics and Telecommunication Engg,TY
2022-23,1,ET3245,SOFTWARE DEVELOPMENT PROJECT ,BTech-Electronics and Telecommunication Engg,TY
2021-22,1,ET3246,ENGINEERING DESIGN AND INNOVATION ,BTech-Electronics and Telecommunication Engg,TY
2021-22,1,ET3246,ENGINEERING DESIGN AND INNOVATION ,BTech-Electronics Engineering,TY
2021-22,2,ET3246,ENGINEERING DESIGN AND INNOVATION ,BTech-Electronics and Telecommunication Engg,TY
2021-22,Summer,ET3246,ENGINEERING DESIGN AND INNOVATION ,BTech-Electronics and Telecommunication Engg,TY
2022-23,1,ET3246,ENGINEERING DESIGN AND INNOVATION ,BTech-Electronics and Telecommunication Engg,TY
2022-23,Summer,ET3246,ENGINEERING DESIGN AND INNOVATION ,BTech-Electronics and Telecommunication Engg,TY
2024-25,1,ET3246,ENGINEERING DESIGN AND INNOVATION ,BTech-Electronics and Telecommunication Engg,TY
2021-22,1,ET3251,MACHINE LEARNING,BTech-Electronics and Telecommunication Engg,TY
2021-22,1,ET3251,MACHINE LEARNING,BTech-Electronics Engineering,TY
2021-22,2,ET3251,MACHINE LEARNING,BTech-Electronics and Telecommunication Engg,TY
2021-22,Summer,ET3251,MACHINE LEARNING,BTech-Electronics and Telecommunication Engg,TY
2023-24,2,ET3251,MACHINE LEARNING,BTech-Electronics and Telecommunication Engg,TY
2021-22,1,ET3254,CLOUD COMPUTING,BTech-Electronics and Telecommunication Engg,TY
2021-22,2,ET3254,CLOUD COMPUTING,BTech-Electronics and Telecommunication Engg,TY
2022-23,1,ET3254,CLOUD COMPUTING,BTech-Electronics and Telecommunication Engg,TY
2021-22,1,ET3272,DESIGN AND ANALYSIS OF ALGORITHM,BTech-Electronics and Telecommunication Engg,TY
2021-22,1,ET3272,DESIGN AND ANALYSIS OF ALGORITHM,BTech-Electronics Engineering,TY
2021-22,2,ET3272,DESIGN AND ANALYSIS OF ALGORITHM,BTech-Electronics and Telecommunication Engg,TY
2022-23,1,ET3272,DESIGN AND ANALYSIS OF ALGORITHM,BTech-Electronics and Telecommunication Engg,TY
2022-23,2,ET3272,DESIGN AND ANALYSIS OF ALGORITHM,BTech-Electronics and Telecommunication Engg,TY
2023-24,1,ET3272,DESIGN AND ANALYSIS OF ALGORITHM,BTech-Electronics and Telecommunication Engg,TY
2023-24,1,ET3272,DESIGN AND ANALYSIS OF ALGORITHM,BTech-Electronics Engineering,TY
2022-23,Summer,ET3272,DESIGN AND ANALYSIS OF ALGORITHM,BTech-Electronics and Telecommunication Engg,TY
2023-24,2,ET3272,DESIGN AND ANALYSIS OF ALGORITHM,BTech-Electronics and Telecommunication Engg,TY
2024-25,1,ET3272,DESIGN AND ANALYSIS OF ALGORITHM,BTech-Electronics and Telecommunication Engg,TY
2024-25,1,ET3272,DESIGN AND ANALYSIS OF ALGORITHM,BTech-Electronics Engineering,TY
2021-22,1,ET3273,WEB TECHNOLOGY,BTech-Electronics and Telecommunication Engg,TY
2021-22,1,ET3273,WEB TECHNOLOGY,BTech-Electronics Engineering,TY
2021-22,2,ET3273,WEB TECHNOLOGY,BTech-Electronics and Telecommunication Engg,TY
2022-23,1,ET3273,WEB TECHNOLOGY,BTech-Electronics and Telecommunication Engg,TY
2021-22,Summer,ET3273,WEB TECHNOLOGY,BTech-Electronics and Telecommunication Engg,TY
2022-23,2,ET3273,WEB TECHNOLOGY,BTech-Electronics and Telecommunication Engg,TY
2023-24,1,ET3273,WEB TECHNOLOGY,BTech-Electronics and Telecommunication Engg,TY
2023-24,1,ET3273,WEB TECHNOLOGY,BTech-Electronics Engineering,TY
2022-23,Summer,ET3273,WEB TECHNOLOGY,BTech-Electronics and Telecommunication Engg,TY
2023-24,2,ET3273,WEB TECHNOLOGY,BTech-Electronics and Telecommunication Engg,TY
2021-22,1,ET3274,OPERATING SYSTEMS,BTech-Electronics and Telecommunication Engg,TY
2021-22,1,ET3274,OPERATING SYSTEMS,BTech-Electronics Engineering,TY
2021-22,2,ET3274,OPERATING SYSTEMS,BTech-Electronics and Telecommunication Engg,TY
2022-23,1,ET3274,OPERATING SYSTEMS,BTech-Electronics and Telecommunication Engg,TY
2021-22,Summer,ET3274,OPERATING SYSTEMS,BTech-Electronics and Telecommunication Engg,TY
2022-23,2,ET3274,OPERATING SYSTEMS,BTech-Electronics and Telecommunication Engg,TY
2023-24,1,ET3274,OPERATING SYSTEMS,BTech-Electronics and Telecommunication Engg,TY
2023-24,1,ET3274,OPERATING SYSTEMS,BTech-Electronics Engineering,TY
2023-24,2,ET3274,OPERATING SYSTEMS,BTech-Electronics and Telecommunication Engg,TY
2024-25,1,ET3274,OPERATING SYSTEMS,BTech-Electronics and Telecommunication Engg,TY
2024-25,1,ET3274,OPERATING SYSTEMS,BTech-Electronics Engineering,TY
2021-22,1,ET3275,DATABASE MANAGEMENT SYSTEMS,BTech-Electronics and Telecommunication Engg,TY
2021-22,1,ET3275,DATABASE MANAGEMENT SYSTEMS,BTech-Electronics Engineering,TY
2021-22,2,ET3275,DATABASE MANAGEMENT SYSTEMS,BTech-Electronics and Telecommunication Engg,TY
2022-23,1,ET3275,DATABASE MANAGEMENT SYSTEMS,BTech-Electronics and Telecommunication Engg,TY
2022-23,2,ET3275,DATABASE MANAGEMENT SYSTEMS,BTech-Electronics and Telecommunication Engg,TY
2021-22,1,CS3215,WEB TECHNOLOGY,BTech-Computer Engineering,TY
2021-22,2,CS3215,WEB TECHNOLOGY,BTech-Computer Engineering,TY
2022-23,1,CS3215,WEB TECHNOLOGY,BTech-Computer Engineering,TY
2022-23,2,CS3215,WEB TECHNOLOGY,BTech-Computer Engineering,TY
2023-24,1,CS3215,WEB TECHNOLOGY,BTech-Computer Engineering,TY
2022-23,Summer,CS3215,WEB TECHNOLOGY,BTech-Computer Engineering,TY
2023-24,2,CS3215,WEB TECHNOLOGY,BTech-Computer Engineering,TY
2024-25,1,CS3215,WEB TECHNOLOGY,BTech-Computer Engineering,TY
2021-22,1,CS3217,DATABASE MANAGEMENT SYSTEMS,BTech-Computer Engineering,TY
2021-22,2,CS3217,DATABASE MANAGEMENT SYSTEMS,BTech-Computer Engineering,TY
2021-22,Summer,CS3217,DATABASE MANAGEMENT SYSTEMS,BTech-Computer Engineering,TY
2021-22,1,CS3219,MACHINE LEARNING,BTech-Computer Engineering,TY
2021-22,Summer,CS3219,MACHINE LEARNING,BTech-Computer Engineering,TY
2022-23,2,CS3219,MACHINE LEARNING,BTech-Computer Engineering,TY
2021-22,1,CS3220,CYBER SECURITY,BTech-Computer Engineering,TY
2021-22,2,CS3220,CYBER SECURITY,BTech-Computer Engineering,TY
2021-22,Summer,CS3220,CYBER SECURITY,BTech-Computer Engineering,TY
2022-23,2,CS3220,CYBER SECURITY,BTech-Computer Engineering,TY
2022-23,1,CS3220,CYBER SECURITY,BTech-Computer Engineering,TY
2023-24,1,CS3220,CYBER SECURITY,BTech-Computer Engineering,TY
2023-24,2,CS3220,CYBER SECURITY,BTech-Computer Engineering,TY
2024-25,1,CS3220,CYBER SECURITY,BTech-Computer Engineering,TY
2021-22,1,CS3223,ENGINEERING DESIGN AND INNOVATION-V,BTech-Computer Engineering,TY
2021-22,Summer,CS3223,ENGINEERING DESIGN AND INNOVATION-V,BTech-Computer Engineering,TY
2021-22,1,CS3216,THEORY OF COMPUTATION,BTech-Computer Engineering,TY
2021-22,2,CS3216,THEORY OF COMPUTATION,BTech-Computer Engineering,TY
2021-22,Summer,CS3216,THEORY OF COMPUTATION,BTech-Computer Engineering,TY
2022-23,2,CS3216,THEORY OF COMPUTATION,BTech-Computer Engineering,TY
2021-22,1,CS3218,SOFTWARE MODELING AND DESIGN,BTech-Computer Engineering,TY
2021-22,2,CS3218,SOFTWARE MODELING AND DESIGN,BTech-Computer Engineering,TY
2021-22,Summer,CS3218,SOFTWARE MODELING AND DESIGN,BTech-Computer Engineering,TY
2021-22,1,CH3211,HEAT TRANSFER,BTech-Chemical Engineering,TY
2021-22,1,CH3213,CHEMICAL ENGINEERING THERMODYNAMICS,BTech-Chemical Engineering,TY
2021-22,1,CH3215,CHEMICAL REACTION KINETICS,BTech-Chemical Engineering,TY
2021-22,1,CH3217,MASS TRANSFER OPERATIONS,BTech-Chemical Engineering,TY
2021-22,1,CS3231,ENGINEERING APPLICATIONS OF DATA SCIENCE,BTech-Chemical Engineering,TY
2021-22,1,CH3285,ENGINEERING DESIGN AND INNOVATION-V,BTech-Chemical Engineering,TY
2021-22,1,ME3203,HYBRID VEHICLES,BTech-Mechanical Engineering,TY
2021-22,2,ME3203,HYBRID VEHICLES,BTech-Mechanical Engineering,TY
2022-23,Summer,ME3203,HYBRID VEHICLES,BTech-Mechanical Engineering,TY
2021-22,1,IT4210,MACHINE LEARNING,BTech-Information Technology,BTech
2021-22,1,IT4210,MACHINE LEARNING,BTech-Instrumentation and Control Engineering,BTech
2021-22,2,IT4210,MACHINE LEARNING,BTech-Instrumentation and Control Engineering,BTech
2021-22,2,IT4210,MACHINE LEARNING,BTech-Information Technology,BTech
2021-22,1,IT4215,DISTRIBUTED COMPUTING,BTech-Information Technology,BTech
2021-22,1,IT4215,DISTRIBUTED COMPUTING,BTech-Instrumentation and Control Engineering,BTech
2021-22,1,IC4271,MACHINE INTELLIGENCE,BTech-Instrumentation and Control Engineering,BTech
2021-22,2,IC4271,MACHINE INTELLIGENCE,BTech-Instrumentation and Control Engineering,BTech
2022-23,1,IC4271,MACHINE INTELLIGENCE,BTech-Instrumentation and Control Engineering,BTech
2022-23,1,IC4271,MACHINE INTELLIGENCE,BTech-Electronics and Telecommunication Engg,BTech
2022-23,2,IC4271,MACHINE INTELLIGENCE,BTech-Electronics and Telecommunication Engg,BTech
2022-23,2,IC4271,MACHINE INTELLIGENCE,BTech-Instrumentation and Control Engineering,BTech
2021-22,1,MD4205,MARKETING MANAGEMENT,BTech-Mechanical Engineering,BTech
2021-22,2,MD4205,MARKETING MANAGEMENT,BTech-Computer Engineering,BTech
2021-22,2,MD4205,MARKETING MANAGEMENT,BTech-Electronics and Telecommunication Engg,BTech
2021-22,2,MD4205,MARKETING MANAGEMENT,BTech-Electronics Engineering,BTech
2022-23,1,MD4205,MARKETING MANAGEMENT,BTech-Chemical Engineering,BTech
2022-23,1,MD4205,MARKETING MANAGEMENT,BTech-Computer Engineering,BTech
2022-23,1,MD4205,MARKETING MANAGEMENT,BTech-Industrial Engineering,BTech
2022-23,1,MD4205,MARKETING MANAGEMENT,BTech-Production Engineering,BTech
2021-22,Summer,MD4205,MARKETING MANAGEMENT,BTech-Mechanical Engineering,BTech
2022-23,2,MD4205,MARKETING MANAGEMENT,BTech-Mechanical Engineering,BTech
2022-23,2,MD4205,MARKETING MANAGEMENT,BTech-Computer Engineering,BTech
2022-23,2,MD4205,MARKETING MANAGEMENT,BTech-Information Technology,BTech
2023-24,1,MD4205,MARKETING MANAGEMENT,BTech-Instrumentation and Control Engineering,BTech
2023-24,1,MD4205,MARKETING MANAGEMENT,BTech-Production Engineering,BTech
2023-24,1,MD4205,MARKETING MANAGEMENT,BTech-Mechanical Engineering,BTech
2023-24,2,MD4205,MARKETING MANAGEMENT,BTech-Chemical Engineering,BTech
2023-24,2,MD4205,MARKETING MANAGEMENT,BTech-Computer Engineering,BTech
2023-24,2,MD4205,MARKETING MANAGEMENT,BTech-Information Technology,BTech
2023-24,2,MD4205,MARKETING MANAGEMENT,BTech-Mechanical Engineering,BTech
2021-22,1,PR4213,WORLD CLASS MANUFACTURING & INDUSTRY 4.0,BTech-Mechanical Engineering,BTech
2021-22,1,PR4213,WORLD CLASS MANUFACTURING & INDUSTRY 4.0,BTech-Production Engineering,BTech
2021-22,2,PR4213,WORLD CLASS MANUFACTURING & INDUSTRY 4.0,BTech-Production Engineering,BTech
2022-23,1,PR4213,WORLD CLASS MANUFACTURING & INDUSTRY 4.0,BTech-Production Engineering,BTech
2022-23,1,PR4213,WORLD CLASS MANUFACTURING & INDUSTRY 4.0,BTech-Industrial Engineering,BTech
2022-23,1,PR4213,WORLD CLASS MANUFACTURING & INDUSTRY 4.0,BTech-Mechanical Engineering,BTech
2021-22,Summer,PR4213,WORLD CLASS MANUFACTURING & INDUSTRY 4.0,BTech-Production Engineering,BTech
2022-23,2,PR4213,WORLD CLASS MANUFACTURING & INDUSTRY 4.0,BTech-Industrial Engineering,BTech
2021-22,1,MD4206,FINANCIAL MANAGEMENT & COSTING,BTech-Production Engineering,BTech
2021-22,1,MD4206,FINANCIAL MANAGEMENT & COSTING,BTech-Industrial Engineering,BTech
2021-22,1,MD4206,FINANCIAL MANAGEMENT & COSTING,BTech-Computer Engineering,BTech
2021-22,2,MD4206,FINANCIAL MANAGEMENT & COSTING,BTech-Chemical Engineering,BTech
2021-22,2,MD4206,FINANCIAL MANAGEMENT & COSTING,BTech-Instrumentation and Control Engineering,BTech
2021-22,2,MD4206,FINANCIAL MANAGEMENT & COSTING,BTech-Information Technology,BTech
2022-23,1,MD4206,FINANCIAL MANAGEMENT & COSTING,BTech-Electronics and Telecommunication Engg,BTech
2021-22,Summer,MD4206,FINANCIAL MANAGEMENT & COSTING,BTech-Computer Engineering,BTech
2022-23,1,MD4206,FINANCIAL MANAGEMENT & COSTING,BTech-Electronics Engineering,BTech
2022-23,2,MD4206,FINANCIAL MANAGEMENT & COSTING,BTech-Chemical Engineering,BTech
2022-23,2,MD4206,FINANCIAL MANAGEMENT & COSTING,BTech-Production Engineering,BTech
2022-23,2,MD4206,FINANCIAL MANAGEMENT & COSTING,BTech-Industrial Engineering,BTech
2023-24,1,MD4206,FINANCIAL MANAGEMENT & COSTING,BTech-Electronics and Telecommunication Engg,BTech
2023-24,1,MD4206,FINANCIAL MANAGEMENT & COSTING,BTech-Artificial Intelligence and Data Science,BTech
2022-23,Summer,MD4206,FINANCIAL MANAGEMENT & COSTING,BTech-Computer Engineering,BTech
2023-24,2,MD4206,FINANCIAL MANAGEMENT & COSTING,BTech-Mechanical Engineering,BTech
2023-24,2,MD4206,FINANCIAL MANAGEMENT & COSTING,BTech-Production Engineering,BTech
2023-24,2,MD4206,FINANCIAL MANAGEMENT & COSTING,BTech-Electronics and Telecommunication Engg,BTech
2021-22,1,CH4253,BIOPROCESS ENGINEERING,BTech-Chemical Engineering,BTech
2021-22,2,CH4253,BIOPROCESS ENGINEERING,BTech-Chemical Engineering,BTech
2022-23,2,CH4253,BIOPROCESS ENGINEERING,BTech-Chemical Engineering,BTech
2021-22,1,CH4255,NANOSCIENCE AND NANOTECHNOLOGY,BTech-Chemical Engineering,BTech
2021-22,2,CH4255,NANOSCIENCE AND NANOTECHNOLOGY,BTech-Chemical Engineering,BTech
2021-22,1,IT8250,INDUSTRY INTERNSHIP,Master of Computer Application-(MCA),SY
2022-23,1,IT8250,INDUSTRY INTERNSHIP,Master of Computer Application-(MCA),SY
2021-22,2,IT8250,INDUSTRY INTERNSHIP,Master of Computer Application-(MCA),SY
2022-23,2,IT8250,INDUSTRY INTERNSHIP,Master of Computer Application-(MCA),SY
